show_number,showid,showdate,venueid,tourid,exclude_from_stats,setlist_notes
2140,1709061924,2024-08-04,1497,172,0,"Knuckle Bone Broth Avenue was played for the first time since June 1, 2022 (103 shows). Trey teased the theme from <i>The Mary Tyler Moore Show</i> during Antelope. Billy Breathes was played for the first time since October 15, 2021 (129 shows). Mike quoted Stealing Time From the Faulty Plan in Split Open and Melt."
2141,1709061944,2024-08-06,573,172,0,"Peaches en Regalia was played for the first time since February 24, 2022 (115 shows). Nellie Kane was performed for the first time since August 6, 2021 (146 shows). Trey teased the theme from <i>The Mary Tyler Moore Show</i> in Sigma Oasis. Tube contained a tease from Mike of his Strawberry Letter 23 bassline and a Very Long Fuse tease from Page. Trey teased A Love Supreme in Ruby Waves. The Moma Dance through the end of the show featured Billy Strings on guitar. The lyrics of Moma Dance were sung twice, with the change ""I still gaze and glimpse you"" the second time. Billy teased Frankenstein in Moma Dance. Billy sang lead vocals on Possum. Nellie Kane and Beauty of My Dreams featured Trey and Billy on acoustic guitar, with Billy on lead vocals for the former and trading verses with Trey on the latter."
2142,1709061965,2024-08-07,573,172,0,"This show featured the Phish debut of What's Going Through Your Mind. What's Going Through Your Mind through Evolve, Blaze On, and Frankenstein featured Billy Strings on guitar with Billy adding vocals for What's Going Through Your Mind. Death Don't Hurt Very Long was performed in a slow, bluesy style. Mountains in the Mist featured Billy on acoustic guitar. Mike teased Eye of the Tiger as Fish was walking out on stage for the encore. Ginseng Sullivan (performed for the first time since June 21, 2019, or 189 shows) and The Old Home Place featured Billy on acoustic guitar and vocals. Frankenstein also featured Page on keytar."
2143,1709061985,2024-08-09,809,172,0,"My Friend My Friend included a Fuego tease from Trey and did not contain the ""Myfe"" ending. Trey teased Norwegian Wood in Bug, There is a Mountain in the first Tweezer, and Yankee Doodle in Chalk Dust. The soundcheck's Tequila was performed as an instrumental. "
2144,1709062017,2024-08-10,809,172,0,Trey teased Call to the Post at the end of Weigh and The Line during Antelope. DWD was unfinished.
2145,1709062035,2024-08-11,809,172,0,"Fikus was performed for the first time since November 7, 1998 (801 show gap). Mike teased Fikus in AC/DC Bag."
2146,1723666648,2024-08-14,1591,61,1,"This was the soundcheck for Mondegreen. The Jam featured a Frankenstein tease from Trey, a <i>Simpsons</i>  tease from Mike, a Psycho Killer tease from Trey, and a Hold Your Head Up jam. Trey quoted Oh Sherrie at the end of My Sharona. Starship Trooper (only the WÃ¼rm portion was played) contained Big Black Furry Creature from Mars lyrics. Stairway to Heaven was the ending only."
2147,1694536244,2024-08-15,1591,172,0,"This was the first show of the Mondegreen festival. Wolfman's Brother contained Cissy Strut teases from Trey and Heavy Things teases from Fish. Mike teased Nellie Kane in Chalk Dust and Sneakin' Sally during Caspian. Trey teased Crosseyed during Everything's Right. Saw It Again contained additional lyrics from Trey referencing ""a Phish festival from this point of view,"" ""two moons,"" and ""a gorilla in a Fishman dress."""
2148,1694536484,2024-08-16,1591,172,0,"This was the second show of the Mondegreen festival. Kill Devil Falls was unfinished. Reba did not contain the whistling ending. Trey and Mike teased Moby Dick at the end of MFMF, and it did not contain the ""Myfe"" ending. Before Hood, Trey told ""that one guy over there in the white shirt"" that they always do a secret set at these festivals and not to go back to the campground after the encore. For the ""secret"" third set, the stage was draped with a ribboned screen on which abstract images, trees, flowers and animals were projected, with the band playing behind. As the jam ended, the date and the words ""PLAY"" and ""REC"" appeared onscreen to give the appearance of looking through a camcorder's viewfinder. After the band left the stage, the images flickered and ended, and the status changed to ""STOP."""
2149,1694536535,2024-08-17,1591,172,0,This was the third show of the Mondegreen festival. Mike teased Passing Through in David Bowie. DWD was unfinished. Trey teased La Grange and Eleanor Rigby in DWD and Eleanor Rigby in Tweezer.
2150,1694536576,2024-08-18,1591,172,0,"This show was part of the Mondegreen Festival and was originally planned as two evening sets. The start time of the show was moved to 1:00 PM EDT due to possible inclement weather. Axilla had the Part II ending. Trey and Page teased Mercy, Mercy, Mercy in AC/DC Bag. Mike teased Express Yourself in Stash. Trey teased Izabella in Simple."
2151,1709062053,2024-08-29,961,172,0,"During the soundcheck, Mike teased Passing Through in the first Jam and quoted Weekapaug Groove in the second Jam. The soundcheck's Ocelot was under a minute long and instrumental."
2152,1709062071,2024-08-30,961,172,0,"Guelah Papyrus was played for the first time since July 22, 2022 (105 shows). Strange Design was played for the first time since July 29, 2022 (100 shows). Ruby Waves was unfinished. Trey sang the verses of Fee through a megaphone. At the end of the vocal jam, the band went back into the main YEM jam, concluding with additional ""Wash Uffizi drive me to Firenze"" lyrics. The soundcheck's ""Bruno"" was an improvised song about Phish monitor mixer Mark ""Bruno"" Bradley and had lyrics centering around ""1,000 shows."""
2153,1709062091,2024-08-31,961,172,0,"Trey and Page teased Moving In Stereo during Kill Devil Falls. After the second set, a shirt stating ""First Tube is My Lube"" was tossed to Trey. Fish came out for the encore wearing the shirt over his dress and wore it for Bug and First Tube. The soundcheck's Jam was brief playing over the My Soul drumbeat."
2154,1709062115,2024-09-01,961,172,0,"Dog Log was played for the first time since June 20, 2012 (464 shows). My Friend did not contain the ""Myfe"" ending. Tube and Life Saving Gun contained She Blinded Me with Science quotes, and Trey said ""Dog Log"" at the end of Life Saving Gun. Trey teased We're Off to See the Wizard in Fluffhead. Sabotage was played for the first time since July 7, 2012 (453 shows), and was teased by Fish during Tweezer Reprise. The soundcheck's My Soul had ""one thousand and two"" lyrics and a ""Bruno (Mark 'Bruno' Bradley)"" reference (see August 30th, 2024). "
2155,1725991638,2024-10-25,1626,61,0,Box of Rain made its Phish debut after the passing of Phil Lesh earlier in the day. Mike teased the bass line from Shakedown Street in Free and The Howling. Carol of the Bells was teased in Piper. Mike teased I Know You Rider in Tweezer. This show was a benefit for Divided Sky Foundation.
2156,1725991657,2024-10-26,1626,61,0,"<p>Trey teased Rainy Day Women #12 &amp; 35 during Back on the Train and In Memory of Elizabeth Reed during Stash. Nothing was played for the first time since June 1, 2022 (118 shows). Down With Disease was unfinished. Page teased The Little Drummer Boy at the end of Harry Hood. This show was a benefit for Divided Sky Foundation.</p>
"
2157,1725991676,2024-10-27,1626,61,0,"<p>Access Me was played for the first time since August 31, 2019 (185 show gap). My Friend, My Friend did not contain the &quot;Myfe&quot; ending. Trey teased We&#39;re Off to See the Wizard during Limb By Limb. Stash was teased during Chalk Dust Torture. This show was a benefit for Divided Sky Foundation.</p>
"
2158,1727805806,2024-12-28,157,210,0,"<p>Reba did not contain the whistling ending. Round Room was played for the first time since June 22, 2016 (322 shows). Trey teased Spill the Wine in Twist.</p>
"
2159,1727805824,2024-12-29,157,210,0,"<p>Bathtub Gin was unfinished. Trey teased Frankie Says in Ruby Waves. Bold as Love was performed for the first time since September 4, 2021 (149 shows).</p>
"
2160,1727805841,2024-12-30,157,210,0,"<p>Lengthwise was performed for the first time since July 9, 2019 (194 shows). At the end of Most Events Aren&#39;t Planned, Trey said &quot;Thanks everybody, we&#39;ll be right back,&quot; then started Fluffhead instead of ending the set. Down with Disease was unfinished. During Harry Hood, Mike had an inflatable dreidel from the crowd on stage next to him and teased I Have a Little Dreidel.</p>
"
2161,1727805859,2024-12-31,157,210,0,"<p>Trey teased In Memory of Elizabeth Reed during Stash. Throughout the show, a series of white coils turned while suspened over the stage. My Friend, My Friend contained Get Ready teases from Page and Trey, Set Your Soul Free teases from Trey, and&nbsp;did not contain the &quot;Myfe&quot; ending. The band came out for the third set in three matching blue jumpsuits and a blue donut mumu. During Pillow Jets, the coils started to descend and screens lit up behind them and throughout MSG. A fractured face came down and dancers (conjurors of thunder) came out with yellow fabric. The face came together as the countdown to midnight ended, after which the dancers removed their robes and took up glowing accessories. The dancers sang during Pillow Jets and What&#39;s Going Through Your Mind, which contained Blaze On, Bouncing Around The Room, Martian Monster, Wolfman&#39;s Brother, The Lizards, and Halley&#39;s Comet quotes. Life Saving Gun briefly featured Mike on a mini-keyboard. The narration in Icculus centered on Trey explaining that the omission of the song the previous year was a test. The dancers returned during Tweezer Reprise to throw beach balls into the crowd.</p>
"
2162,1738096515,2025-01-28,1481,61,1,"<p>This was the soundcheck for Phish&#39;s upcoming performances at Moon Palace. Call to the Post was teased by Mike before My Soul and by Trey before Ocelot. Mike quoted Soul Shakedown Party in the second jam.</p>
"
2163,1718730861,2025-01-29,1481,208,0,"<p>Trey teased Mike&#39;s Song in Weekapaug Groove and quoted Corinna in Carini.</p>
"
2164,1718730894,2025-01-30,1481,208,0,"<p>Page teased We&#39;re Off to See the Wizard in Roggae. Trey teased Norwegian Wood in Piper. The Wedge was played in a higher key than normal which prompted Trey to say &quot;to play that song in the key of A&quot; during Character Zero. Trey quoted Wipe Out at the end of Character Zero.</p>
"
2165,1718730936,2025-01-31,1481,208,0,"<p>Wolfman&#39;s Brother contained Mike&#39;s Song teases.</p>
"
2166,1718730981,2025-02-01,1481,208,0,"<p>Before Bathtub Gin, Trey said they would play it &quot;for the people in the water.&quot; Soul Shakedown Party was played for the first time since August 14, 2021 (163 shows). Trey teased In-A-Gadda-Da-Vida during Martian Monster. My Friend, My Friend did not contain the &quot;Myfe&quot; ending. Crosseyed and Painless contained Funkytown teases from Trey and Page.</p>
"
2167,1737486654,2025-04-18,1570,209,0,"<p>Golden Age ended with a Split Open and Melt jam.</p>
"
2168,1737486683,2025-04-19,1570,209,0,"<p>Trey teased San-Ho-Zay in Bathtub Gin and Beep Beep and Free in Stash. Light contained a Dave&#39;s Energy Guide tease from Trey and a Tweezer tease from Page.&nbsp;My Friend, My Friend did not contain the &quot;Myfe&quot; ending.</p>
"
